article_id,shares,text,views
3,249,"The U.S. Securities and Exchange Commission (SEC) declined to provide information on Blockchain project Tezos requested by attorney David Silver via the Freedom of Information Act (FOIA), Reuters reported Feb. 10.Silver represents plaintiffs in a lawsuit filed against Tezos back in November, 2017, the second of several lawsuits against the company since it gathered $232 mln in a record-breaking ICO in July, 2017.In the response letter to Silver’s request for information, the SEC denied information disclosure regarding Tezos, citing Exemption 7(A) of FOIA. According to Reuters, the letter did not imply that Trezor was under SEC investigation.The SEC stated in the letter that such an exemption is used when the release of information could “be expected to interfere with enforcement activities”:""This exemption protects from disclosure records compiled for law enforcement purposes, the release of which could reasonably be expected to interfere with enforcement activities. Since Exemption 7(A) protects the records from disclosure, we have not determined if other exemptions apply. Therefore, we reserve the right to assert other exemptions when Exemption 7(A) no longer applies,""Tezos ICO, in second place in terms of most funds raised by any ICO, has been a subject of scrutiny and multiple lawsuits since over the question of its compliance with SEC regulations. The lawsuits claim that during their ICO Tezos was selling securities to US investors without registration and approval of the SEC.During the SEC and CFTC hearings Feb. 6, Jay Clayton, chairman of the SEC, emphasized that many ICOs are violating existing laws and warned that ICOs to “should pay more attention” since the SEC will investigate those potential violations further.",42973
4,352,"Suspicion is growing around Italian cryptocurrency exchange BitGrail after its owner seemingly asked for a coin’s ledger to be changed after the exchange reported funds were missing Thursday, Feb 8.BitGrail, a lesser-known exchange in the cryptocurrency space, reportedly suffered losses of one of its hosted tokens, Nano (formerly known as Raiblocks), subsequently freezing trading. In a note on their website posted Feb. 9, the exchange stated that 17 million Nano had been stolen in the hack, an amount worth about $187 million at the time the losses were discovered.XRB withdrawals will be enabled again as soon as possible. Funds are safe, users still have access to them.Withdrawals that were pending since before this maintenance should have been completed.Reminder: withdrawals for other coins are available.Thank you for understanding.— BitGrail Exchange (@BitGrail) January 10, 2018Feb. 9, a day after they were informed of the hack, Nano developers provided an official comment showing that BitGrail’s owner and operator Francesco “The Bomber” Firano had asked for the altcoin’s ledger to be altered.“...Firano informed us of missing funds from BitGrail’s wallet. An option suggested by Firano was to modify the ledger in order to cover his losses — which is not possible, nor is it a direction we would ever pursue,” Nano wrote in a Medium post.Nano promptly dropped almost 20% across exchanges in the past two days, while updates from BitGrail on social media have yet to appear, except for a tweet Feb. 8 saying Nano (XRB) markets were “currently unavailable”.XRB Markets currently unavailable.— BitGrail Exchange (@BitGrail) February 8, 2018However, a Twitter user named Francesco the Bomber, allegedly Firano, posted a string of tweets about the hack, the most recent of which referenced “unfounded accusations...by the dev team”, likely a response to Nano’s post on Medium.The reputation of both Firano and BitGrail currently appears shaky, Nano continuing it considered his behavior “misleading.”“We now have sufficient reason to believe that Firano has been misleading the Nano Core Team and the community regarding the solvency of the BitGrail exchange for a significant period of time,” the  Nano post continues.The BitGrail debacle comes as dust continues to settle on Japanese exchange Coincheck’s giant $530mln hack late last month. Although accusations of foul play have been few, questions remain about security practices as state regulators conduct an ongoing major investigation.On Twitter, cryptocurrency industry commentators reacted cautiously, one likening Firano’s request to what happened in the DAO hack in June, 2016, after which Ethereum was hard-forked to refund users.Nano noted that even if Firano’s request were accepted, changing transaction history was “not possible”.",52047
5,334,"The Federal Reserve Bank of New York published an interview on their site Friday, Feb. 9, in which two of its economists explain cryptocurrency, highlighting crypto’s “trustless” nature, but expressing doubt that cryptocurrency could ever “realistically compete with current payment methods.”Michael Lee and Antoine Martin, both economists in the New York Fed’s Research and Statistics Group, took turns answering questions covering basic concepts of cryptocurrency and financial trust.On the notion that virtual currencies are not “backed by anything real”, such as gold, Lee declared pointedly:“You're right that they [virtual currencies] are not backed by a physical commodity, but then neither is the dollar and most other modern currencies.”Lee added that trust in a given currency is what gives it value in a payment environment and makes it an “acceptable medium of exchange”. In the case of cryptocurrency, said trust is not provided by any given government or institution, but by Blockchain technology itself.Is crypto the ‘future of money’?Responding to the question of whether or not cryptocurrencies would ever become the “future of money”, Martin expressed doubt, stating that the problem cryptocurrency ostensibly solves may not actually need solving, at least not in “advanced economies”:“Cryptocurrencies arguably solve the problem of making payments in a trustless environment, but it is not obvious that this is a problem that needs solving, at least in the United States and other advanced economies.”He also cites lack of “convenience” and “extreme volatility” as factors that will keep cryptocurrencies from mainstream adoption as a currency, noting “people do tend to trust financial institutions to handle payments and central banks to maintain the value of money”.As Lee himself noted in the interview, there is an inverse relationship between trust in the fiat financial system and interest in Bitcoin. During the 2015 financial crisis in Greece, the number of Bitcoin transactions on the network hit a record peak.A disclaimer at the end of the NY Fed interview makes it clear that the economists’ opinions “do not necessarily reflect” the official position of the Federal Reserve Bank of New York or the Federal Reserve System as a whole.",45769
6,669,"In our Expert Takes, opinion leaders from inside and outside the crypto industry express their views, share their experience and give professional advice. Expert Takes cover everything from Blockchain technology and ICO funding to taxation, regulation and cryptocurrency adoption by different sectors of the economy.If you would like to contribute an Expert Take, please email your ideas and CV to a.mcqueen@cointelegraph.com.2017 was a challenging year for Puerto Rico. First came the destruction and devastation from Hurricane Irma and Maria. Then came disorganized relief efforts, and allegations back and forth as to whether Puerto Rico or the US were to blame. Even today, only 60 percent of Puerto Rico has access to reliable electricity. And the Tax Reform bill that just passed the Congress imposed new tariffs on US companies that hold Puerto Rican subsidiaries.Still, some see in Puerto Rico a budding crypto tax paradise. Some tax advisers are telling their clients to pick up and move to Puerto Rico. As the theory goes, after establishing residency they can sell their cryptocurrency holdings 100 percent tax-free. Sounds great! Where does one sign up?If true, this could be a boon to the Puerto Rican economy, not to mention to those individuals sitting on mountains of appreciated cryptocurrency assets. But does this Puerto Rico tax scheme actually work? Like everything in the world of cryptocurrency taxes, great caution is in order.The IRS is just getting around to developing a strategy to identify, assess and collect the billions of dollars in taxes from cryptocurrencies that some believe are going unreported. The notion that US and Puerto Rico tax authorities will allow millions (if not billions) in cryptocurrency sales to escape taxation entirely is pretty optimistic, to say the least.Will the US tax crypto sales after a move to Puerto Rico?Generally speaking, the IRS does not require a US taxpayer to include income from “sources within Puerto Rico” if they have resided in Puerto Rico for an entire taxable year. That part seems good.However, there are a whole host of rules governing “bona fide residency” that can apply, as well as information reporting requirements to the IRS. So one would need to truly move to Puerto Rico, not just go through some of the motions. Plus, sales may still need to be reported to the IRS, even if they’re not subject to US tax.Of course, the more significant worry is that the IRS will seek to tax these crypto sales from Puerto Rico, even if one legitimately establishes residency there. How could this be done? Possibly under complex regulations governing “property of former US residents.” The IRS might argue that much of the gain from a crypto sale in Puerto Rico should be taxed in the US. For example, take someone that bought Bitcoin back in 2015 and only moved to Puerto Rico in 2018. The IRS might argue that nearly all of the appreciation occurred prior to the move to Puerto Rico and that therefore the IRS has the right to tax nearly all of the gains from the sale. You may have to wait ten years before you sell to avoid any US tax.Would the IRS prevail if this issue went to court? Some tax advisers apparently think not. But with big tax dollars at stake, caution is definitely in order. The IRS is just ramping up its efforts to tax cryptocurrencies, and it might not take the most taxpayer-friendly positions. The idea that someone can move to Puerto Rico with appreciated cryptocurrencies, potentially worth billions of dollars, and sell them entirely tax-free, sounds good but perhaps too good to be true.  Que Pasa con Puerto Rico?The other side of the equation is Puerto Rico. Let’s assume that in a perfect world, the IRS conceded that the sale of crypto in Puerto Rico (after moving) was not subject to any US tax.Would Puerto Rico try to tax these sales? Again, some advisers say no, and point to tax incentives that Puerto Rico has for built-in capital gains of new residents. But here too, caution is definitely in order. Consulting with Puerto Rico tax experts first seems prudent, to avoid an expensive mishap.  For example, the Puerto Rican exemptions might only apply to gains that were accrued after the individual becomes a bonafide resident of Puerto Rico. Plus, with state budget severely strapped, and the local economy flailing, it might pay to expect the unexpected. Even if the Puerto Rico tax dodge works for now (which is questionable), whether it will persist is worth considering carefully.Imagine that billions of dollars of cryptocurrency sales are being executed in Puerto Rico, and no government is collecting any tax on them. Should you really expect the IRS and the Puerto Rican tax authorities to sit back and watch, rather than trying to take a piece for themselves?  If so, I have an island paradise to sell you.The views expressed here are the author’s own and do not necessarily represent the views of Cointelegraph.com Dashiell Shapiro is a Tax Partner at Wood LLP in San Francisco, CA, and a former DOJ Tax Attorney.  His practice focuses on tax controversy and audit defense and includes international tax and financial products/cryptocurrency tax planning work.",57041
7,838,"A new study by Recorded Future has found that Bitcoin is losing its position as the number one currency on the Darknet markets. The Internet tech company analyzed 150 of the most active message boards, marketplaces, and illicit service providers and noticed that the Darknet communities sentiments toward Bitcoin have taken a turn.The Darknet economyThe Darknet is an Internet that uses non-standard communication protocols and ports to make it a bit more difficult for the digital identities of users to be revealed. The Darknet requires users to run a special software,  the most popular being TOR. to connect to the Internet. One of the main purposes of using the Darknet is to make the information provider and the person accessing the information difficult to trace. Because of this privacy feature, the Darknet has become famous for its Darknet markets like Silk Road that allowed users to effectively exchange anything,  legal or illegal over an Amazon-like marketplace. The anonymous Internet is said to attract criminals and those interested in black market activities as well.A backlogged networkIn mid-2016, Recorded Future noticed that the 150 entities they were analyzing were all expressing concerns regarding the functionality, usability and security of Bitcoin in the Darknet economy. Although it was a relatively mild increase compared to the increase in interest in Bitcoin in the latter half of 2017, the Bitcoin network was beginning to become overloaded with traffic which resulted in higher transaction fees for those using the Darknet markets. On Dec. 23, 2017 transaction fees were $52.18.Recorded Future found that the average transaction size on the Darknet is $50-$300. If an individual tried to transact on Dec. 23, 2017 – it could have been the case that the transaction fee was more costly than the amount being transacted. One member of a Darknet message board posted this on the forum he uses:“What's happening at the moment is incomprehensible. Despite that I've used the recommended commission fees, my transactions have remained pending for the past three days, and my work has been paralyzed. Dear vendors, please implement alternative payment options; otherwise, I will miss out on this Christmas season.”A Christmas miracleThe backlogged queue on the Bitcoin network was making it difficult for some individuals in the underworld to conduct their business. This users transaction was logged so far back in the queue that it took several days for it to become verified. To combat double-spending attacks, most vendors on the Darknet adopted a rule requiring three confirmations before treating transactions as complete. Because a transaction cannot be complete until the payment has been confirmed, this user was effectively frozen out of conducting his “business.”Although he was worried he would “miss out on this Christmas season,” his Christmas miracle was about to occur. To combat, the exuberant transaction fees that were increasing daily, vendors began accepting alternative payment options. The study found that Litecoin was the second most popular currency with 30 percent of all vendors accepting LTC, and Dash the third most popular currency, with 20 percent of all vendors accepting DASH.Other Darknet studiesBack in 2016, economist Tuur Demeester was in the process of researching the Darknet markets. Demeester turned to r/DarkNetMarkets to see if the community could provide him with the statistics he was looking for: what percentage of trades on the Darknet was conducted with BTC?  Was DarkCoin used and how often? How many Bitcoins were spent on the Darknet on a daily/monthly/yearly basis? But Demeester was not met with any useful answers from the community.Prior to Demeester's endeavor, The Digital Citizens Alliance released a table with statistics about the number of drug listings on the Darknet markets in August 2014, but this table provided no information regarded prices, trade volumes and preferred payment methods.Image source: Digital Citizens AllianceFurthermore, Nicolas Cristin, an associate research professor in the School of Computer Science and in Engineering and Public Policy at Carnegie Mellon University (CMU) together with Kyle Soska, a Ph.D. candidate in CMU’s school of electrical and computer engineering back in 2013, conducted a study from 2013-2015 to get a handle on the Darknet market economy.When the Silk Road was shut down in October 2013, Cristin and Soska noticed that the take-down spawned the development of anonymous online marketplaces, which continue to evolve to this day. Cristin and Soska used long-term measurement analysis on 16 different marketplaces for over two years (2013– 2015) to calculate the growth of the online anonymous marketplace ecosystem. Their research documented the types of goods being sold, the effect – or lack – of adversarial events, such as law enforcement operations and large-scale frauds, on the overall size of the economy. The two also gained insights into how vendors are diversifying and replicating across marketplaces, and how vendor security practices (e.g., PGP adoption) are evolving.Payment methods are evolvingRecorded Futures study concluded by stating that the efforts that vendors are taking to diversify acceptable payment methods on the Darknet markets will continue. Although payment methods like Litecoin and Dash are becoming more popular, Recorded Future still expects Bitcoin to have a place in the Darknet economy- just a much smaller market share than it currently has. Recorded future also warns that with increased popularity in digital currencies will come an increase in malicious tools like ransomware that will try to take advantage of the mainstream trends in cryptocurrency.",99007
8,569,"The views and opinions expressed here are solely those of the author and do not necessarily reflect the views of Cointelegraph.com. Every investment and trading move involves risk, you should conduct your own research when making a decision.The market data is provided by the HitBTC exchangeCryptocurrencies are a part of evolving technology and are still in a nascent stage.So, they are likely to remain quite volatile compared to the other matured asset classes.The early investors in cryptocurrencies were mostly technology enthusiasts who saw a future in them. After the humongous returns of 2017, more and more institutional investors want to join the party.This is changing the way the cryptocurrencies perform. In the past 90-days, the correlation between the S&P 500 and cryptocurrencies has risen sharply to 33 percent, which is way above the previous high reading of 19 percent, according to Nick Colas, co-founder of DataTrek Research. The long-term average is way lower at 1 percent.2018 has turned out to be hugely negative to both the stock market and the cryptocurrencies. Let’s see if the top coins point towards a resumption of the downtrend, similar to the S&P 500.BTC/USDWhile it is better to trade with the trend, at times, strong counter-trend rallies can also be profitable. Bitcoin is trading inside a descending channel with both the 20-day EMA and the 50-day EMA trending down. This shows that it is in a confirmed downtrend. The current pullback is likely to face resistance at the downtrend line and the 20-day EMA.In a downtrend, when the selling is overdone, and prices reach attractive levels, it can offer a short-term trading opportunity.We believe that if the BTC/USD pair holds above the February 06 lows during the next leg down, the traders will have an opportunity to enter long positions. The ideal time to buy would be when prices break out of the downtrend line and the 20-day EMA. The profit objective of such a trade will be a move towards the resistance line of the descending channel.However, if the price breaks down and goes on to make a new low, the above-mentioned trading opportunity will be invalidated.   ETH/USDEthereum plunged from $1,265 levels to $565.54 levels within nine days. The February 06 low also coincided with the support line of the descending channel.  The moving averages have completed a bearish crossover, which points to the possibility of another leg down. We expect the current leg of the pullback to face resistance at the 20-day EMA. If the ETH/USD pair stays above the February 06 lows, it will point to a possible short-term bottom, which can be purchased.We should avoid the trade if the cryptocurrency sinks to new lows.  BCH/USDYesterday, Bitcoin Cash made a strong move up. It is now likely to move towards the downtrend line and the 20-day EMA where it might face strong resistance.    The BCH/USD pair will become positive in the short-term once it breaks out and sustains above the downtrend line. We expect it to form a bullish setup in the next few days. The first target objective is a move to $2,072 levels.We currently don’t find any bullish pattern; hence, we do not recommend any trade on it.  XRP/USDRipple has caused a lot of heartburn to its investors. At the current price, it is still down about 67 percent from its peak. It has been trading in a small range for the past five days and is not finding much interest among the buyers.However, we believe that if the XRP/USD pair breaks out of the 20-day EMA and the downtrend line, we can expect it to attract further buying, which can propel it towards the overhead resistance of $1.74. Therefore, we need to wait for a breakout above the 20-day EMA before buying.Our view of a short-term bottom will prove to be wrong if the cryptocurrency breaks down of the lows formed on February 06.         XLM/USDStellar has become range bound for the past three days. Intraday, it is facing resistance at the previous support of $0.41.A break above this level will again face selling at the resistance line of the descending channel. The trend on the XLM/USD pair will change only after it breaks out and sustains above the descending channel.Stellar will become negative if it sustains below $0.30 levels.LTC/USDLitecoin is close to the 20-day EMA, which has acted as strong resistance on two previous occasions.If the bulls break out of this level, they are likely to face another round of selling around the $175 mark, which has dual resistance, from the downtrend line and the horizontal line.Once the LTC/USD pair breaks out of these resistances, it will probably start a new uptrend, which can carry it to $243 and after that to $307.Traders can initiate long positions once the cryptocurrency breaks out and sustains above the $175 levels. We don’t have a specific stop loss position. We can update the same one once our buy levels are triggered.ADA/BTCCardano is not finding buyers. It continues to struggle near the lows formed on February 02. It has also formed a descending triangle pattern, which is a bearish setup.  If the ADA/BTC pair breaks down and sustains below the horizontal support of 0.00004070, it will complete the descending triangle formation. After that, it will most likely slide to 0.0000246 levels where buying should emerge.Our bearish view will be invalidated if the digital currency breaks out and closes above the downtrend line of the triangle.   NEO/USDNEO is facing resistance at the moving averages, as outlined in our previous analysis. Additionally, it formed an inside day pattern yesterday, February 08, and it is likely to repeat the same pattern today.These successive inside day patterns have the same effect as the coiling of the spring. Once the bulls breakout above $120 levels, a quick rally to the downtrend line at $140 might take place. Traders can keep an initial stop loss of $100, which can be trailed higher to reduce the risk.On the other hand, if the NEO/USD pair breaks down instead of breaking out, it will become negative, and a retest of the February 06 lows is likely.EOS/USDEOS has broken out of the descending channel, which points to a waning bearish momentum. However, it has been facing resistance close to the $8.97 mark for a couple of days. A break above this level is likely to propel the cryptocurrency higher towards $10 and then to $12.Very short-term traders can initiate a long position in the EOS/USD pair at $9 and keep an SL of $7.5. Still, this is a very risky trade; traders should use only 50 percent of their usual allocation.The market data is provided by the HitBTC exchange; the charts for the analysis are provided by TradingView.",168049
9,779,"Japanese cryptocurrency investors will pay between 15 and 55 percent on their profits declared on their annual tax filings this year, Bloomberg reports Thursday, Feb. 8.The Japanese National Tax Agency had already ruled “last year” that capital gains on transactions of virtual currency are considered “miscellaneous income,” Bloomberg writes.The tax on cryptocurrency profits is higher than the around 20 percent tax levied on profits from stocks and foreign currencies, with the higher percentage tax applying to those who earn more than 40 mln yen a year (about $367,600).In comparison, South Korea had announced in Jan. that crypto exchanges will be taxed 24.2 percent, in line with the existing tax policy for corporations.According to Bloomberg, around 40 percent of Bitcoin (BTC) trading recently has been against the yen, meaning the country will receive a large revenue from taxing crypto.Image source: BloombergBloomberg reports that the Japanese National Tax Agency is creating a database of cryptocurrency investors, potentially to ensure enforcement of the tax laws, as well as retaining teams in Tokyo and Osaka to watch electronic trading.The US Internal Revenue Service (IRS) also reported today that they have created a 10 person team of investigators aimed at tracking down crypto users that failed to report their profits in their tax declarations.Japan had recognized Bitcoin as a legal method of payment back in April 2017, a step towards helping the government prevent unregulated exchanges from hacks and mismanagement like the Mt. Gox meltdown in 2014.",64526
10,241,"At the time of writing, it could take over a thousand years to mine an entire block on the Bitcoin Blockchain using consumer grade hardware. One whole block is the minimum amount required to mine in order to receive adequate compensation for your work. To address this issue, Oasis Mining, a new pool-mining platform promises the lowest costs, and highest Return On Investment (ROI).Joining forcesIf you live in the Western Hemisphere, it is likely that electricity costs are high enough that the prospect of getting involved in Bitcoin or altcoin mining is something of a false economy.If you live in a property with energy expenses included as part of the rent - you might be thinking that you have a golden opportunity for taking advantage of free energy. Unfortunately, you are out of luck. The recent surge of opportunists has led to convictions and even jail time in countries such as China and the Netherlands.Pool mining allows various miners to join forces and resources towards the mining of a block in cooperation with each other.This helps to minimize the mining time required by individual users who possess single machines or smaller mining farms who would otherwise be waiting a considerable amount of time for a payout. Miners share the dividends in proportion to their contributions. Whilst this may yield a smaller amount of revenue per person compared to solo mining, this revenue is received much more consistently and frequently.Oasis Mining offers a advanced and comprehensive but easy to use interface. The platform enables its users to take advantage of a wide plethora of mining related services - at some of the lowest costs, and highest ROIs.Currently supported coins include Bitcoin, Ethereum, and Bitcoin Cash. Some of the headlining features of Oasis Mining include the usage of the latest and greatest in mining software and hardware. Furthermore, the company’s farm is located in an area with a stable electricity supply.The company claims that recent scare reports, such as those suggesting that bitcoin mining surpasses the capability of existing energy infrastructures are not an applicable concern when using this system.Mining At All Levels of ExpertiseOasis Mining also allows users to sell the hashpower of their hardware to a growing community of miners.The company claims to offer extremely competitive pre-sales prices along with a transparent pricing structure and immediate withdrawals. They also promise unlimited contract lengths and unlimited lifetime service to reward those who enjoy the service enough to continue subscription.Oasis Mining also has a presence on Facebook. Mining starts on the April 1 2018, and they have an exchange forthcoming (initial trading pairs: BTC/BCH, BTC/ETH).Daniel MitchellDisclaimer. Cointelegraph does not endorse any content or product on this page. While we aim at providing you all important information that we could obtain, readers should do their own research before taking any actions related to the company and carry full responsibility for their decisions, nor this article can be considered as an investment advice.",42315
11,258,"Hong Kong’s financial regulator vowed to keep “policing” cryptocurrency and ICO markets Friday during a fresh warning to potential investors.In an announcement from the territory’s Securities and Futures Commission (SFC), CEO Ashley Alder said that following a vetting of exchanges and ICO providers for compliance, “market professionals” should also play their role in ensuring the legality of token issuance and exchange. This echoes similar sentiments from US regulator the Securities and Exchange Commission (SEC) in December.“We will continue to police the market and enforce when necessary,” he commented. “But we are also urging market professionals to do proper gatekeeping to prevent frauds or dubious fundraising and to assist us in ensuring compliance with the law.”Hong Kong has sought to strike a balance between permissiveness and investor protection regarding cryptocurrency and ICO regulation.In contrast to mainland China, where crypto trading and ICOs are both de facto banned, lawmakers have chosen a middle-of-the-road approach, with the SFC issuing warnings instead of restrictions prior to China’s ban in September 2017.The result has been a burgeoning crypto startup scene in Hong Kong, with major international crypto exchange Bitfinex among the best-known residents. Binance, currently the world’s second largest crypto exchange by trading volume, has also been based there, despite CEO Zhao Changpeng opting for a multi-country presence.As China seeks to close the net on remaining exchange loopholes, the outlook for Hong Kong meanwhile remains broadly similar to before, the SFC hints.“If investors cannot fully understand the risks of cryptocurrencies and ICOs or they are not prepared for a significant loss, they should not invest,” Julia Leung, the organization’s executive director of intermediaries continued in the announcement, underscoring the responsibility of investors themselves.“Investors who store their fiat currencies and cryptocurrencies with unregulated cryptocurrency exchanges should be aware of the risks of hacking and misappropriation of assets.”",51751
12,383,"During the US Securities and Exchange Commission (SEC) and Commodities and Futures Trading Commission (CFTC) senate hearing on February 6 2018, SEC chairman Jay Clayton emphasized that initial coin offerings (ICOs) will be met with tighter regulations, while true cryptocurrencies will be embraced with smart policies.Hard for ICOsAt the senate hearing (as previously reported by Cointelegraph) Jay Clayton noted that every ICO token the SEC has seen so far is considered a security and explained that if a crypto-asset issued by a company increases in value over time depending on the performance of the company, it is considered a security:""You can call it a coin, but if it functions like a security, it’s a security.”Although most ICOs do not offer equity or a stake in their projects in order to exempt themselves from SEC regulations, if the SEC considers tokens that increase in value based on the performance of Blockchain projects featuring the tokens, then virtually every single ICO can be considered as a security.Clayton also sent a warning to ICO projects and token issuers in the market, stating that the SEC intends to impose stricter restrictions on the ICO ecosystem:“A note for professionals in these markets: those that engage in semantic gymnastics … are squarely within the crosshairs of our enforcement division.”Jay Clayton, chairman of the US Securities and Exchange CommissionTrue cryptocurrenciesHowever, Clayton make a distinction between ICO tokens and major cryptocurrencies such as Bitcoin and Ethereum. He labelled ICO tokens securities, while classifying the others as ""true cryptocurrencies,” promising smart and practical regulations for exchanges and investors dealing with these cryptocurrencies.Clayton referred to true cryptocurrencies as public Blockchain networks with native cryptocurrencies either mined or produced by the public. If a certain company has control over the monetary supply of its crypto-asset distributed to its users and the value of the token is based on the performance of the company, Clayton reiterated that the token is a security and falls under the regulations imposed by the SEC.Both CFTC chairman J. Christopher Giancarlo and senator Mark Warner said that cryptocurrencies like Bitcoin and Ethereum cannot be separated from their respective Blockchain networks. As such, Blockchain does not exist without native cryptocurrencies.“I don't think you can separate cryptocurrencies from Blockchain,” said senator Warner, as chairman Giancarlo echoed a similar sentiment. ""It’s important to remember that if there was no Bitcoin, there would be no Blockchain or distributed ledger technology,” chairman Giancarlo added - a phrase that has already become famous.What can the market expect?The ICO space and projects within that industry are likely to face difficulties in conducting token crowdsales due to regulatory conflict with the SEC. Blockchain projects may still be able to conduct ICOs outside of the US, but there remains the possibility that the SEC may target a project with investors based in the US.For many months, the majority of ICOs worldwide have excluded US-based investors from token crowdsales due to the strict SEC regulatory regime. In fact, many ICOs have already transitioned to private token sales, distributing tokens to buyers on a whitelist. This trend is likely to continue throughout the long-term, and eventually, public token sales will no longer be offered.The outlook appears different from the global cryptocurrency market. Cryptocurrency exchanges and investors can expect more friendly regulations to be rolled out in the future. As hinted by chairman Giancarlo, a national licensing program and unified regulatory frameworks could be implemented in the short-term, similar to the system employed by Japan.“We owe it this new generation to respect their enthusiasm about virtual currencies with a thoughtful and balanced response, not a dismissive one.”J. Christopher Giancarlo, chairman of the US Commodities and Futures Trading CommissionCurrently, cryptocurrency regulation differs from state to state and for both small and large-scale cryptocurrency companies. This variance in regulation often leads to an increase in legal costs which can be up to millions of dollars.",40646
13,734,"Several engineers at the Russian Federal Nuclear Center have been arrested for attempting to use one of Russia’s largest supercomputers for Bitcoin (BTC) mining, Interfax reports Friday, Feb. 9.The Federal Nuclear Center employs around 20,000 people and is located in the Sarov, a secret, previously unmarked city where the first nuclear bomb was produced back in the Soviet Union. Sarov is still closed to visitors from both abroad and Russia without the proper permission, and the border is surrounded by barbed wire fences and military patrols.Tatiana Zalesskaya, the head of the press service for the research institute, told Interfax that “as far as [she] is aware,” a criminal case has been launched against the engineers:""There has been an unsanctioned attempt to use computer facilities for private purposes including so-called mining [...] it is a technically hopeless and criminally punishable activity""The center’s supercomputer, which has a capacity of 1 petaflop -- 1,000 trln calculations per second -- was not connected to the internet for security reasons. When the engineers tried to bring it online to utilize its power for mining, the security department was able to stop and apprehend the engineers.Legislation that is expected to legalize Bitcoin in Russia is in the works, but the specifics of how mining would be regulated, with miners perhaps needing to register with a central authority, is not yet clear. In mid-January, Cointelegraph reported that Russian businessman Aleksey Kolesnik had reportedly bought two power plants for future cryptocurrency mining operations.The engineers arrested this week were not the first to think of using former Soviet military spaces for mining. The Ice Rock Mining company has plans to set up mining operations in a former Soviet bunker located in a cave in Almaty, Kazakhstan.The company touts the naturally cold temperature of the underground bunker and its location near a hydroelectric plant as elements of an ideal cost-effective site for mining.",69330
14,642,"The US Internal Revenue Service (IRS) has assembled a team of 10 investigators for international crime investigations as well as for finding tax evaders who use cryptocurrency, Bloomberg reports Thursday, Feb. 8.Chief of the IRS Criminal Investigation Division Don Fort said that the team will work with international criminal agencies to investigate unlicensed exchanges as well:“It’s possible to use Bitcoin and other cryptocurrencies in the same fashion as foreign bank accounts to facilitate tax evasion.”According to Fort, the group’s focus for now is on how crypto users change their fiat currency into crypto.“We know that you want to get your money out at some point.”In March 2014, the IRS began issuing guidance for the taxation of cryptocurrency, which they treated as a property that had capital gains or capital losses for tax purposes. However, only 802 people complied in filing their own cryptocurrency gains or losses for their taxes in 2015.The IRS has faced hurdles this year trying to get access through a court order to user information on the crypto exchange Coinbase. Their original request for records of over 500,000 users was denied by courts and reduced to just 14,000 users that reportedly had high trading activity over $20,000.Coinbase saw their partial victory as setting a precedent for the dealings between tax-enforcing government bodies and crypto exchanges that have a commitment to protecting user privacy.A Cointelegraph expert blog published in Dec. 2017 brought up the possibility of a tax amnesty for those who failed to report gains from digital currency earning, similar to a IRS program for filing income from undisclosed offshore accounts.",58368
15,204,"Cointelegraph (CT) is pleased to announce the launch of its Italian version Cointelegraph Italia, today, Feb. 9.Cointelegraph Italia provides all the latest information from Cointelegraph in Italian, including updates on the cryptocurrency markets, Blockchain technology, decentralized applications, and fintech from the global community, as well as locally-focused updates for Italy.Cointelegraph offers breaking news briefs, as well as longform stories, guides, coin price indices, analysis and key digital currencies and fintech trends.We hope that our platform will help bring the Italian Blockchain community together - from Milan to Sicily.Follow Cointelegraph Italia on Facebook or Twitter to stay updated, and share opinions and ideas, in Italian.",23037
